timestamp,src_ip,dst_ip,protocol,length
2025-01-19 20:35:06.238356113,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.238356113,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.238365889,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.238370895,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.239439964,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.239449978,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.240262032,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.240272045,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.240989923,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.240991116,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.241000891,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.241004944,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.241101980,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.241111994,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.241750956,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.241760969,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.242463112,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.242463112,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.242472887,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.243298054,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.243298054,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.243354082,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.243956089,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.243968010,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.245435953,192.168.1.237,192.168.1.18,6,17442
2025-01-19 20:35:06.245445967,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.245578051,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.245588064,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.245810032,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.245819092,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.245840073,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.245842934,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.245970964,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.245980978,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.247687101,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.247697115,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.247790098,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.247800112,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.247812986,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.247813940,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.248058081,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.248068094,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.248213053,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.248223066,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.248239994,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.248241901,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.248325109,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.248334885,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.248488903,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.248498917,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.249483109,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.249492884,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.249505997,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.249507904,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.250296116,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.250305891,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.250406980,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.250422001,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.250435114,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.250436068,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.250519991,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.250530958,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.250739098,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.250747919,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.250895023,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.250905037,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.250910997,192.168.1.237,192.168.1.18,6,3266
2025-01-19 20:35:06.250919104,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.250956059,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.250958919,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.251125097,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.251127957,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.251307964,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.251311063,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.251440048,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.251442909,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.251916884,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.251925944,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.252063036,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.252064943,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.252078056,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.252079010,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.252182007,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.252185106,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.252428054,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.252430916,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.252548932,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.252552031,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.252756119,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.252758980,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.252825022,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.252826928,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.252998114,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.253000975,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.253166914,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.253170013,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.253350972,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.253353119,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.253390074,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.253392935,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.253439903,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.253443003,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.253504991,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.253508091,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.253679037,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.253681898,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.253833054,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.253835917,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.253942013,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.253943920,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.254199028,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.254201889,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.254271030,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.254273890,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.254435062,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.254437923,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.254466057,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.254468918,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.254641055,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.254642963,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.254777908,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.254781007,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.254993916,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.254997015,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.255088091,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.255090951,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.255317925,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.255320072,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.255430937,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.255434035,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.255469084,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.255470990,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.255606889,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.255621910,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.255729914,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.255743979,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.255942106,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.255956888,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.256057024,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.256072044,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.256304026,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.256320000,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.256377935,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.256380080,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.256419897,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.256422997,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.256561041,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.256563902,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.256623029,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.256625891,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.256792067,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.256794929,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.256901025,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.256903887,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.257050991,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.257052897,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.257241011,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.257242918,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.257360935,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.257364035,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.257441044,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.257443904,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.257576941,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.257580042,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.257739067,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.257741928,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.257924080,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.257926941,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.258089065,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.258091927,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.258189917,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.258192062,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.258358955,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.258361100,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.258436918,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.258440018,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.258526087,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.258528947,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.258675098,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.258677959,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.258872986,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.258876084,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.259037018,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.259040117,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.259115934,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.259118079,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.259273052,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.259275913,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.259442091,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.259444952,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.259625912,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.259628057,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.259711026,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.259713888,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.259846925,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.259850024,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.259860039,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.259861946,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.260062933,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.260065078,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.260310888,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.260313988,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.260360003,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.260363102,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.260435103,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.260437965,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.260497093,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.260499953,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.260663033,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.260665894,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.260844946,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.260847092,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.261013985,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.261017084,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.261137962,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.261141061,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.261259079,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.261270999,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.261431931,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.261444092,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.261563062,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.261574984,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.261604071,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.261606932,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.261739016,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.261749983,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.261933087,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.261944055,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.262100934,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.262111902,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.262185096,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.262187958,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.262273073,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.262284040,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.262444018,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.262455940,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.262478113,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.262480021,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.262617111,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.262629985,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.262742996,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.262756109,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.262962103,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.262975931,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.263072968,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.263084888,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.263232946,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.263246058,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.263269900,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.263282061,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.263439894,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.263453960,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.263642072,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.263655901,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.263811111,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.263823986,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.263964890,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.263978958,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.263979911,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.263995886,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.264086007,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.264098883,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.264287949,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.264301061,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.264400959,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.264417887,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.264596938,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.264611005,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.264749050,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.264761925,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.264883041,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.264895916,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.265115975,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.265130042,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.265244961,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.265258074,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.265420914,192.168.1.237,192.168.1.18,6,11650
2025-01-19 20:35:06.265434027,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.265583992,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.265598059,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.265743017,192.168.1.237,192.168.1.18,6,10202
2025-01-19 20:35:06.265757083,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.265830994,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.265844107,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.265851021,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.266057967,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.266072034,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.266125917,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.266138076,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.266169070,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.266180992,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.266271113,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.266283035,192.168.1.18,192.168.1.237,6,66
2025-01-19 20:35:06.266355991,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.266359091,192.168.1.18,192.168.1.237,6,78
2025-01-19 20:35:06.266431093,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.266433001,192.168.1.18,192.168.1.237,6,78
2025-01-19 20:35:06.266546011,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.266547918,192.168.1.18,192.168.1.237,6,78
2025-01-19 20:35:06.266582965,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.266585112,192.168.1.18,192.168.1.237,6,78
2025-01-19 20:35:06.266722917,192.168.1.237,192.168.1.18,6,14546
2025-01-19 20:35:06.266863108,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.266877890,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.266880035,192.168.1.18,192.168.1.237,6,86
2025-01-19 20:35:06.267071009,192.168.1.237,192.168.1.18,6,13098
2025-01-19 20:35:06.267132998,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.267198086,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.267199993,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.267265081,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.267309904,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.267312050,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.267435074,192.168.1.237,192.168.1.18,6,8754
2025-01-19 20:35:06.267523049,192.168.1.237,192.168.1.18,6,7306
2025-01-19 20:35:06.267617941,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.267637968,192.168.1.237,192.168.1.18,6,1514
2025-01-19 20:35:06.267640113,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.267851114,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.267963885,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.268004894,192.168.1.237,192.168.1.18,6,4410
2025-01-19 20:35:06.268007039,192.168.1.18,192.168.1.237,6,94
2025-01-19 20:35:06.268251896,192.168.1.237,192.168.1.18,6,15994
2025-01-19 20:35:06.268284081,192.168.1.237,192.168.1.18,6,2962
2025-01-19 20:35:06.268351078,192.168.1.237,192.168.1.18,6,5858
2025-01-19 20:35:06.268352985,192.168.1.18,192.168.1.237,6,94
